"","Method","id","ace_a","ace_c","ace_e","n","NGroups","NDependentVars","NIndependentVars","NContinuousLatentVars","Parameters","TrueModel","aBIC_ce_0.01","aBIC_ce_0.025","aBIC_ce_0.05","aBIC_ce_0.1","aBIC_ce_0.5","aBIC_ce_0.9","aBIC_ce_0.95","aBIC_ce_0.975","aBIC_ce_0.99","aBIC_ce_NA","AIC_ce_0.01","AIC_ce_0.025","AIC_ce_0.05","AIC_ce_0.1","AIC_ce_0.5","AIC_ce_0.9","AIC_ce_0.95","AIC_ce_0.975","AIC_ce_0.99","AIC_ce_NA","BIC_ce_0.01","BIC_ce_0.025","BIC_ce_0.05","BIC_ce_0.1","BIC_ce_0.5","BIC_ce_0.9","BIC_ce_0.95","BIC_ce_0.975","BIC_ce_0.99","BIC_ce_NA","CFI_ce_0.01","CFI_ce_0.025","CFI_ce_0.05","CFI_ce_0.1","CFI_ce_0.5","CFI_ce_0.9","CFI_ce_0.95","CFI_ce_0.975","CFI_ce_0.99","CFI_ce_NA","ChiSqBaseline_DF_ce_0.01","ChiSqBaseline_DF_ce_0.025","ChiSqBaseline_DF_ce_0.05","ChiSqBaseline_DF_ce_0.1","ChiSqBaseline_DF_ce_0.5","ChiSqBaseline_DF_ce_0.9","ChiSqBaseline_DF_ce_0.95","ChiSqBaseline_DF_ce_0.975","ChiSqBaseline_DF_ce_0.99","ChiSqBaseline_DF_ce_NA","ChiSqBaseline_PValue_ce_0.01","ChiSqBaseline_PValue_ce_0.025","ChiSqBaseline_PValue_ce_0.05","ChiSqBaseline_PValue_ce_0.1","ChiSqBaseline_PValue_ce_0.5","ChiSqBaseline_PValue_ce_0.9","ChiSqBaseline_PValue_ce_0.95","ChiSqBaseline_PValue_ce_0.975","ChiSqBaseline_PValue_ce_0.99","ChiSqBaseline_PValue_ce_NA","ChiSqBaseline_Value_ce_0.01","ChiSqBaseline_Value_ce_0.025","ChiSqBaseline_Value_ce_0.05","ChiSqBaseline_Value_ce_0.1","ChiSqBaseline_Value_ce_0.5","ChiSqBaseline_Value_ce_0.9","ChiSqBaseline_Value_ce_0.95","ChiSqBaseline_Value_ce_0.975","ChiSqBaseline_Value_ce_0.99","ChiSqBaseline_Value_ce_NA","ChiSqM_DF_ce_0.01","ChiSqM_DF_ce_0.025","ChiSqM_DF_ce_0.05","ChiSqM_DF_ce_0.1","ChiSqM_DF_ce_0.5","ChiSqM_DF_ce_0.9","ChiSqM_DF_ce_0.95","ChiSqM_DF_ce_0.975","ChiSqM_DF_ce_0.99","ChiSqM_DF_ce_NA","ChiSqM_PValue_ce_0.01","ChiSqM_PValue_ce_0.025","ChiSqM_PValue_ce_0.05","ChiSqM_PValue_ce_0.1","ChiSqM_PValue_ce_0.5","ChiSqM_PValue_ce_0.9","ChiSqM_PValue_ce_0.95","ChiSqM_PValue_ce_0.975","ChiSqM_PValue_ce_0.99","ChiSqM_PValue_ce_NA","ChiSqM_Value_ce_0.01","ChiSqM_Value_ce_0.025","ChiSqM_Value_ce_0.05","ChiSqM_Value_ce_0.1","ChiSqM_Value_ce_0.5","ChiSqM_Value_ce_0.9","ChiSqM_Value_ce_0.95","ChiSqM_Value_ce_0.975","ChiSqM_Value_ce_0.99","ChiSqM_Value_ce_NA","LL_ce_0.01","LL_ce_0.025","LL_ce_0.05","LL_ce_0.1","LL_ce_0.5","LL_ce_0.9","LL_ce_0.95","LL_ce_0.975","LL_ce_0.99","LL_ce_NA","RMSEA_90CI_LB_ce_0.01","RMSEA_90CI_LB_ce_0.025","RMSEA_90CI_LB_ce_0.05","RMSEA_90CI_LB_ce_0.1","RMSEA_90CI_LB_ce_0.5","RMSEA_90CI_LB_ce_0.9","RMSEA_90CI_LB_ce_0.95","RMSEA_90CI_LB_ce_0.975","RMSEA_90CI_LB_ce_0.99","RMSEA_90CI_LB_ce_NA","RMSEA_90CI_UB_ce_0.01","RMSEA_90CI_UB_ce_0.025","RMSEA_90CI_UB_ce_0.05","RMSEA_90CI_UB_ce_0.1","RMSEA_90CI_UB_ce_0.5","RMSEA_90CI_UB_ce_0.9","RMSEA_90CI_UB_ce_0.95","RMSEA_90CI_UB_ce_0.975","RMSEA_90CI_UB_ce_0.99","RMSEA_90CI_UB_ce_NA","RMSEA_Estimate_ce_0.01","RMSEA_Estimate_ce_0.025","RMSEA_Estimate_ce_0.05","RMSEA_Estimate_ce_0.1","RMSEA_Estimate_ce_0.5","RMSEA_Estimate_ce_0.9","RMSEA_Estimate_ce_0.95","RMSEA_Estimate_ce_0.975","RMSEA_Estimate_ce_0.99","RMSEA_Estimate_ce_NA","RMSEA_pLT05_ce_0.01","RMSEA_pLT05_ce_0.025","RMSEA_pLT05_ce_0.05","RMSEA_pLT05_ce_0.1","RMSEA_pLT05_ce_0.5","RMSEA_pLT05_ce_0.9","RMSEA_pLT05_ce_0.95","RMSEA_pLT05_ce_0.975","RMSEA_pLT05_ce_0.99","RMSEA_pLT05_ce_NA","SRMR_ce_0.01","SRMR_ce_0.025","SRMR_ce_0.05","SRMR_ce_0.1","SRMR_ce_0.5","SRMR_ce_0.9","SRMR_ce_0.95","SRMR_ce_0.975","SRMR_ce_0.99","SRMR_ce_NA","TLI_ce_0.01","TLI_ce_0.025","TLI_ce_0.05","TLI_ce_0.1","TLI_ce_0.5","TLI_ce_0.9","TLI_ce_0.95","TLI_ce_0.975","TLI_ce_0.99","TLI_ce_NA","UnrestrictedLL_ce_0.01","UnrestrictedLL_ce_0.025","UnrestrictedLL_ce_0.05","UnrestrictedLL_ce_0.1","UnrestrictedLL_ce_0.5","UnrestrictedLL_ce_0.9","UnrestrictedLL_ce_0.95","UnrestrictedLL_ce_0.975","UnrestrictedLL_ce_0.99","UnrestrictedLL_ce_NA"
"49","cor",63,2,2,1,1000,2,2,0,6,4,"ACE",9862.707,9885.701,9903.555,9928.106,10012.88,10095.362,10116.432,10134.41,10153.661,0,9855.435,9878.43,9896.284,9920.834,10005.609,10088.091,10109.161,10127.138,10146.39,0,9872.238,9895.233,9913.087,9937.637,10022.411,10104.894,10125.963,10143.941,10163.193,0,0.876,0.885,0.891,0.898,0.922,0.943,0.949,0.953,0.958,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1331.463,1349.905,1370.878,1392.006,1469.959,1552.396,1577.603,1594.951,1617.305,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,67.342,74.975,81.802,89.83,120.898,156.573,167.672,176.943,188.061,0,-4924.718,-4936.215,-4945.142,-4957.417,-4999.804,-5041.045,-5051.58,-5060.569,-5070.195,0,0.073,0.079,0.084,0.089,0.108,0.127,0.132,0.136,0.141,0,0.114,0.119,0.124,0.129,0.148,0.167,0.172,0.176,0.181,0,0.093,0.099,0.103,0.109,0.128,0.146,0.152,0.156,0.161,0,0,0,0,0,0,0,0,0,0,0,0.033,0.035,0.036,0.038,0.045,0.051,0.053,0.055,0.057,0,0.965,0.967,0.969,0.971,0.978,0.984,0.985,0.987,0.988,0,-4864.968,-4876.229,-4884.931,-4897.544,-4938.765,-4977.734,-4988.248,-4998.785,-5007.826,0
"50","cor",64,0,0,2,1000,2,2,0,6,4,"E",11355.24,11356.7,11357.8,11358.88,11360.76,11360.78,11360.78,11360.78,11360.78,611,11347.97,11349.43,11350.53,11351.61,11353.48,11353.51,11353.51,11353.51,11353.51,611,11364.77,11366.24,11367.33,11368.41,11370.29,11370.31,11370.31,11370.31,11370.31,611,0.897,1,1,1,1,1,1,1,1,611,2,2,2,2,2,2,2,2,2,611,0.0093,0.0272,0.0554,0.1153,0.5441,0.9081,0.9529,0.9768,0.9924,611,0.015,0.046,0.095,0.192,1.217,4.319,5.78,7.164,9.286,611,7,7,7,7,7,7,7,7,7,611,0.3703,0.5406,0.7074,0.8516,0.9983,1,1,1,1,611,0.001,0.003,0.011,0.038,0.7,3.338,4.595,5.885,7.572,611,-5670.984,-5671.717,-5672.264,-5672.804,-5673.742,-5673.753,-5673.753,-5673.753,-5673.753,611,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0.021,0.029,0.035,0.041,611,0,0,0,0,0,0,0,0,0.009,611,0.99,0.996,0.999,1,1,1,1,1,1,611,0,0.001,0.001,0.002,0.008,0.018,0.021,0.024,0.027,611,0.971,1,1,1,1,3.148,5.924,10.787,23.919,611,-5669.074,-5670.148,-5670.859,-5671.592,-5673.144,-5673.657,-5673.705,-5673.73,-5673.745,611
"51","cor",65,1,0,2,1000,2,2,0,6,4,"AE",11174.66,11184.86,11192.55,11201.9,11231.78,11258.48,11266.12,11272.41,11278.73,0,11167.39,11177.59,11185.27,11194.63,11224.51,11251.21,11258.85,11265.14,11271.45,0,11184.19,11194.39,11202.08,11211.43,11241.31,11268.01,11275.65,11281.94,11288.26,0,0.777,0.806,0.829,0.852,0.933,0.994,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,95.853,103.166,109.783,118.081,146.68,178.489,187.849,197.068,207.254,0,7,7,7,7,7,7,7,7,7,0,0,0,0,1e-04,0.0192,0.3514,0.5414,0.7165,0.8802,0,3.035,4.525,5.984,7.774,16.736,29.252,33.505,37.478,42.14,0,-5580.694,-5585.794,-5589.637,-5594.313,-5609.255,-5622.604,-5626.423,-5629.569,-5632.727,0,0,0,0,0,0.014,0.036,0.042,0.046,0.051,0,0.019,0.029,0.035,0.041,0.061,0.078,0.083,0.087,0.092,0,0,0,0,0.011,0.037,0.056,0.062,0.066,0.071,0,0.041,0.089,0.159,0.277,0.795,0.989,0.996,0.999,1,0,0.016,0.019,0.022,0.025,0.037,0.049,0.052,0.055,0.059,0,0.936,0.945,0.951,0.958,0.981,0.998,1.002,1.005,1.008,0,-5569.937,-5575.199,-5579.799,-5584.503,-5600.413,-5614.692,-5618.83,-5622.154,-5625.822,0
"52","cor",66,2,0,2,1000,2,2,0,6,4,"AE",10977.2,10990.39,11000.71,11013.68,11057.83,11099.02,11110.46,11120.56,11130.15,0,10969.93,10983.12,10993.44,11006.41,11050.56,11091.75,11103.19,11113.29,11122.88,0,10986.73,10999.92,11010.24,11023.21,11067.36,11108.55,11119.99,11130.09,11139.68,0,0.774,0.794,0.808,0.825,0.879,0.926,0.939,0.948,0.96,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,274.44,286.808,296.545,308.584,353.36,399.164,414.208,425.745,439.57,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,3e-04,0.001,0.0047,0,20.393,24.32,27.467,31.907,49.328,69.848,76.126,82.738,91.258,0,-5481.964,-5488.559,-5493.718,-5500.203,-5522.277,-5542.875,-5548.596,-5553.645,-5558.44,0,0.022,0.029,0.034,0.04,0.058,0.075,0.08,0.085,0.09,0,0.066,0.072,0.076,0.081,0.099,0.116,0.12,0.125,0.13,0,0.044,0.05,0.054,0.06,0.078,0.095,0.099,0.104,0.11,0,0,0,0,0,0.011,0.198,0.336,0.465,0.64,0,0.036,0.039,0.042,0.045,0.056,0.067,0.07,0.073,0.076,0,0.935,0.941,0.945,0.95,0.966,0.979,0.983,0.985,0.989,0,-5453.302,-5460.868,-5466.576,-5474.167,-5497.05,-5519.455,-5525.395,-5530.335,-5536.402,0
"53","cor",68,1,1,2,1000,2,2,0,6,4,"ACE",10842.27,10857.74,10870.17,10884.51,10935.69,10983.85,10996.86,11007.45,11017.78,0,10835,10850.46,10862.9,10877.24,10928.42,10976.58,10989.58,11000.18,11010.51,0,10851.8,10867.27,10879.7,10894.04,10945.22,10993.38,11006.39,11016.98,11027.32,0,0.926,0.936,0.946,0.955,0.983,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,352.98,367.721,378.633,391.32,440.969,491.533,507.116,517.791,533.478,0,7,7,7,7,7,7,7,7,7,0,0,0,1e-04,4e-04,0.0443,0.5786,0.7901,0.9143,0.9834,0,1.386,2.649,3.901,5.668,14.411,26.831,31.002,35.612,40.282,0,-5414.498,-5422.232,-5428.449,-5435.618,-5461.208,-5485.29,-5491.792,-5497.09,-5502.256,0,0,0,0,0,0.005,0.033,0.038,0.044,0.049,0,0,0.014,0.025,0.034,0.057,0.075,0.08,0.085,0.09,0,0,0,0,0,0.033,0.053,0.059,0.064,0.069,0,0.056,0.116,0.223,0.363,0.874,0.997,0.999,1,1,0,0.009,0.012,0.015,0.018,0.028,0.038,0.041,0.044,0.047,0,0.979,0.982,0.985,0.987,0.995,1.001,1.002,1.003,1.004,0,-5407.007,-5414.815,-5420.18,-5427.913,-5453.267,-5478.066,-5484.36,-5489.882,-5496.893,0
"54","cor",69,2,1,2,1000,2,2,0,6,4,"ACE",10670.9,10695.31,10709.13,10725.7,10786.77,10841.85,10856.76,10869.41,10883.6,0,10663.63,10688.04,10701.86,10718.43,10779.5,10834.57,10849.49,10862.13,10876.32,0,10680.43,10704.84,10718.67,10735.23,10796.3,10851.38,10866.3,10878.94,10893.13,0,0.873,0.884,0.894,0.906,0.938,0.965,0.972,0.977,0.983,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,520.248,538.028,549.966,564.93,621.347,682.102,699.41,715.542,734.092,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,2e-04,0.001,0.0035,0.0188,0,16.674,21.166,24.296,28.266,45.364,66.412,72.56,80.146,87.457,0,-5328.816,-5341.018,-5347.931,-5356.215,-5386.75,-5414.287,-5421.747,-5428.067,-5435.162,0,0.014,0.024,0.029,0.035,0.054,0.073,0.077,0.083,0.088,0,0.061,0.068,0.072,0.077,0.095,0.113,0.118,0.123,0.128,0,0.037,0.045,0.05,0.055,0.074,0.092,0.097,0.102,0.107,0,0,0,0,0,0.023,0.31,0.467,0.606,0.793,0,0.027,0.03,0.032,0.035,0.045,0.054,0.057,0.06,0.063,0,0.964,0.967,0.97,0.973,0.982,0.99,0.992,0.993,0.995,0,-5306.483,-5315.814,-5324.03,-5332.6,-5363.074,-5391.286,-5398.762,-5404.725,-5413.386,0
"55","cor",71,1,2,2,1000,2,2,0,6,4,"ACE",10520.39,10541.94,10557.61,10575.83,10640.54,10702.71,10719.47,10733.28,10752.65,0,10513.12,10534.67,10550.34,10568.56,10633.27,10695.44,10712.2,10726,10745.38,0,10529.92,10551.47,10567.14,10585.36,10650.07,10712.24,10729,10742.81,10762.18,0,0.956,0.961,0.968,0.974,0.991,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,620.082,640.447,655.755,673.18,735.226,800.205,818.532,833.021,854.717,0,7,7,7,7,7,7,7,7,7,0,0,0,1e-04,5e-04,0.0594,0.6671,0.8504,0.9525,0.9933,0,1.083,2.112,3.342,4.937,13.559,26.22,30.857,35.323,39.907,0,-5253.561,-5264.333,-5272.17,-5281.281,-5313.634,-5344.72,-5353.101,-5360.003,-5369.691,0,0,0,0,0,0,0.032,0.038,0.044,0.049,0,0,0,0.022,0.031,0.055,0.074,0.08,0.085,0.09,0,0,0,0,0,0.031,0.052,0.058,0.064,0.069,0,0.06,0.123,0.227,0.387,0.898,0.998,1,1,1,0,0.006,0.009,0.011,0.014,0.022,0.031,0.034,0.036,0.039,0,0.987,0.989,0.991,0.993,0.997,1.001,1.001,1.002,1.002,0,-5246.2,-5256.892,-5264.439,-5273.646,-5306.117,-5337.142,-5345.833,-5353.5,-5363.62,0
"56","cor",72,2,2,2,1000,2,2,0,6,4,"ACE",10403.7,10423.64,10439.66,10461.53,10528.79,10596.28,10615.47,10631.43,10648.2,0,10396.43,10416.37,10432.39,10454.25,10521.52,10589.01,10608.2,10624.16,10640.93,0,10413.23,10433.17,10449.19,10471.06,10538.32,10605.82,10625,10640.96,10657.73,0,0.91,0.919,0.926,0.934,0.958,0.978,0.983,0.986,0.991,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,754.777,773.244,787.434,808.191,876.458,945.37,965.476,984.818,1004.645,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,5e-04,0.0025,0.0083,0.04,0,14.671,18.944,22.037,25.927,43.612,64.725,72.273,78.916,87.4,0,-5195.213,-5205.183,-5213.195,-5224.127,-5257.761,-5291.507,-5301.099,-5309.079,-5317.465,0,0.007,0.019,0.025,0.032,0.053,0.071,0.077,0.082,0.088,0,0.057,0.064,0.069,0.074,0.094,0.112,0.117,0.122,0.128,0,0.033,0.041,0.046,0.052,0.072,0.091,0.097,0.101,0.107,0,0,0,0,0,0.032,0.399,0.566,0.704,0.865,0,0.022,0.024,0.026,0.029,0.037,0.046,0.048,0.05,0.053,0,0.974,0.977,0.979,0.981,0.988,0.994,0.995,0.996,0.997,0,-5171.413,-5181.324,-5190.998,-5201.059,-5235.499,-5269.657,-5280.011,-5287.019,-5296.272,0
"57","cov",1,0,0,1,100,2,2,0,6,4,"E",1072.536,1082.585,1092.206,1102.65,1139.619,1174.837,1184.201,1193.293,1203.536,1026,1072.145,1082.195,1091.815,1102.26,1139.229,1174.447,1183.81,1192.902,1203.145,1026,1082.04,1092.09,1101.71,1112.155,1149.124,1184.341,1193.705,1202.797,1213.04,1026,0,0,0,0,1,1,1,1,1,1026,2,2,2,2,2,2,2,2,2,1026,0.0118,0.0303,0.0601,0.1153,0.5051,0.9078,0.9527,0.9757,0.9906,1026,0.018,0.049,0.095,0.194,1.365,4.314,5.612,6.976,8.83,1026,7,7,7,7,7,7,7,7,7,1026,0.0077,0.0224,0.0453,0.0865,0.4725,0.881,0.9435,0.9702,0.9881,1026,1.312,1.797,2.268,3.039,6.592,12.456,14.348,16.291,19.068,1026,-533.073,-538.097,-542.907,-548.13,-566.614,-584.223,-588.905,-593.451,-598.572,1026,0,0,0,0,0,0,0.014,0.041,0.062,1026,0,0,0.021,0.06,0.119,0.167,0.178,0.189,0.204,1026,0,0,0,0,0,0.088,0.102,0.115,0.131,1026,0.03,0.068,0.116,0.189,0.632,0.935,0.971,0.985,0.994,1026,0.041,0.049,0.055,0.064,0.098,0.139,0.153,0.167,0.186,1026,-0.068,-0.494,-2.375,0.427,1,1.202,1.833,3.134,6.608,1026,-529.481,-534.083,-538.73,-544.221,-562.92,-580.727,-585.284,-589.998,-595.653,1026
"58","cov",2,1,0,1,100,2,2,0,6,4,"AE",1317.283,1328.893,1338.166,1348.602,1385.834,1421.369,1431.639,1440.01,1448.88,0,1316.892,1328.502,1337.776,1348.212,1385.443,1420.978,1431.248,1439.619,1448.489,0,1326.787,1338.397,1347.671,1358.106,1395.338,1430.873,1441.143,1449.514,1458.384,0,0.332,0.454,0.545,0.63,0.88,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2e-04,0.001,0,13.767,16.715,19.87,23.103,36.62,52.947,57.942,62.695,68.431,0,7,7,7,7,7,7,7,7,7,0,1e-04,6e-04,0.0018,0.0057,0.1372,0.6293,0.7773,0.8657,0.9486,0,2.184,3.194,4.02,5.249,11.029,19.943,22.894,25.697,29.432,0,-655.446,-661.251,-665.888,-671.106,-689.721,-707.489,-712.624,-716.81,-721.245,0,0,0,0,0,0,0.068,0.085,0.099,0.115,0,0.009,0.064,0.083,0.102,0.157,0.208,0.222,0.233,0.248,0,0,0,0,0,0.076,0.136,0.151,0.163,0.179,0,0.001,0.004,0.009,0.023,0.265,0.762,0.869,0.926,0.974,0,0.049,0.057,0.064,0.073,0.108,0.154,0.171,0.184,0.204,0,0.809,0.844,0.87,0.894,0.966,1.016,1.028,1.04,1.055,0,-650.03,-654.983,-659.909,-664.992,-683.693,-701.17,-706.57,-710.516,-714.938,0
"59","cov",3,2,0,1,100,2,2,0,6,4,"AE",1451.515,1464.024,1472.964,1483.441,1520.178,1556.98,1567.714,1576.983,1586.961,0,1451.124,1463.634,1472.573,1483.05,1519.788,1556.589,1567.323,1576.592,1586.571,0,1461.019,1473.529,1482.468,1492.945,1529.683,1566.484,1577.218,1586.487,1596.466,0,0.51,0.563,0.615,0.668,0.825,0.949,0.979,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,41.147,44.75,48.755,53.27,71.86,91.956,98.055,103.343,110.037,0,7,7,7,7,7,7,7,7,7,0,0,0,0,1e-04,0.008,0.1625,0.2922,0.4426,0.5802,0,5.631,6.834,8.451,10.488,19.069,30.725,34.376,37.699,41.82,0,-722.562,-728.817,-733.287,-738.525,-756.894,-775.295,-780.662,-785.296,-790.285,0,0,0,0,0,0.062,0.121,0.135,0.147,0.161,0,0.107,0.121,0.137,0.153,0.204,0.253,0.266,0.277,0.29,0,0,0,0.046,0.071,0.131,0.184,0.198,0.209,0.223,0,0,0,0,0.001,0.03,0.3,0.455,0.605,0.724,0,0.059,0.066,0.073,0.082,0.116,0.165,0.184,0.2,0.222,0,0.86,0.875,0.89,0.905,0.95,0.985,0.994,1.001,1.006,0,-712.726,-718.941,-723.533,-729.097,-747.087,-764.515,-769.802,-774.74,-779.248,0
"60","cov",5,1,1,1,100,2,2,0,6,4,"ACE",1425.869,1435.437,1446.345,1457.186,1495.532,1531.546,1542.531,1550.319,1558.044,0,1425.479,1435.046,1445.954,1456.796,1495.141,1531.156,1542.14,1549.928,1557.653,0,1435.374,1444.941,1455.849,1466.691,1505.036,1541.051,1552.035,1559.823,1567.548,0,0.757,0.796,0.826,0.863,0.96,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,53.309,58.264,62.743,68.346,88.73,111.663,118.301,124.616,131.289,0,7,7,7,7,7,7,7,7,7,0,2e-04,9e-04,0.0029,0.009,0.1633,0.6665,0.7972,0.8899,0.9458,0,2.197,2.943,3.842,4.943,10.47,18.75,21.654,24.602,28.098,0,-709.739,-714.523,-719.977,-725.398,-744.57,-762.578,-768.07,-771.964,-775.827,0,0,0,0,0,0,0.06,0.078,0.093,0.11,0,0.012,0.057,0.079,0.098,0.153,0.202,0.216,0.229,0.243,0,0,0,0,0,0.07,0.13,0.145,0.159,0.174,0,0.002,0.005,0.014,0.033,0.301,0.79,0.882,0.94,0.972,0,0.041,0.048,0.054,0.061,0.096,0.146,0.163,0.18,0.205,0,0.93,0.942,0.95,0.961,0.989,1.007,1.011,1.014,1.018,0,-704.168,-708.688,-714.029,-719.954,-738.759,-756.939,-762.635,-766.486,-770.787,0
"61","cov",6,2,1,1,100,2,2,0,6,4,"ACE",1520.41,1532.694,1543.916,1555.899,1594.186,1630.78,1641.937,1652.653,1662.741,0,1520.019,1532.304,1543.525,1555.508,1593.796,1630.389,1641.546,1652.263,1662.35,0,1529.914,1542.199,1553.42,1565.403,1603.691,1640.284,1651.441,1662.158,1672.245,0,0.688,0.729,0.759,0.792,0.895,0.971,0.987,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,73.961,78.949,84.292,90.756,112.947,136.862,143.856,150.576,157.893,0,7,7,7,7,7,7,7,7,7,0,0,0,0,1e-04,0.0095,0.1739,0.2996,0.4676,0.6328,0,5.221,6.635,8.386,10.261,18.591,29.996,33.356,36.947,41.177,0,-757.01,-763.152,-768.763,-774.754,-793.898,-812.195,-817.773,-823.131,-828.175,0,0,0,0,0,0.059,0.118,0.131,0.144,0.159,0,0.102,0.119,0.136,0.151,0.201,0.25,0.263,0.275,0.288,0,0,0,0.044,0.068,0.129,0.181,0.194,0.207,0.221,0,0,0,0,0.001,0.035,0.315,0.463,0.628,0.765,0,0.05,0.057,0.062,0.068,0.102,0.155,0.173,0.191,0.213,0,0.911,0.922,0.931,0.941,0.97,0.992,0.996,1.001,1.005,0,-748.87,-754.573,-759.264,-765.054,-784.159,-802.332,-807.456,-812.472,-817.409,0
"62","cov",8,1,2,1,100,2,2,0,6,4,"ACE",1496.732,1508.437,1517.735,1528.765,1566.201,1601.443,1612.657,1620.316,1629.261,0,1496.342,1508.046,1517.345,1528.375,1565.811,1601.052,1612.266,1619.925,1628.871,0,1506.236,1517.941,1527.24,1538.269,1575.706,1610.947,1622.161,1629.82,1638.766,0,0.845,0.868,0.889,0.91,0.974,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,89.047,96.737,102.759,109.143,134.143,159.704,167.049,174.397,184.385,0,7,7,7,7,7,7,7,7,7,0,3e-04,0.001,0.003,0.0093,0.1635,0.6694,0.7936,0.8735,0.9451,0,2.242,3.12,3.874,4.92,10.47,18.641,21.579,24.238,27.336,0,-745.171,-751.023,-755.672,-761.187,-779.905,-797.526,-803.133,-806.963,-811.435,0,0,0,0,0,0,0.059,0.078,0.092,0.106,0,0.018,0.062,0.08,0.098,0.153,0.202,0.216,0.227,0.24,0,0,0,0,0,0.07,0.129,0.144,0.157,0.17,0,0.002,0.006,0.014,0.034,0.301,0.793,0.88,0.931,0.972,0,0.035,0.042,0.048,0.055,0.089,0.142,0.163,0.182,0.206,0,0.956,0.962,0.968,0.974,0.992,1.005,1.007,1.009,1.011,0,-739.479,-744.91,-749.771,-755.457,-774.329,-792.104,-796.646,-800.774,-806.238,0
"63","cov",9,2,2,1,100,2,2,0,6,4,"ACE",1577.96,1590.375,1599.113,1609.423,1647.339,1685.87,1694.958,1702.442,1712.413,0,1577.57,1589.984,1598.723,1609.033,1646.948,1685.48,1694.568,1702.051,1712.022,0,1587.465,1599.879,1608.618,1618.928,1656.843,1695.375,1704.463,1711.946,1721.917,0,0.768,0.8,0.822,0.846,0.921,0.98,0.993,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,102.817,110.395,116.251,122.664,148.632,175.468,183.527,189.815,197.65,0,7,7,7,7,7,7,7,7,7,0,0,0,0,1e-04,0.0103,0.1906,0.3313,0.4623,0.6047,0,5.4,6.674,8.008,9.961,18.401,29.698,33.392,36.119,40.963,0,-785.785,-791.992,-796.361,-801.516,-820.474,-839.74,-844.284,-848.026,-853.011,0,0,0,0,0,0.058,0.116,0.131,0.141,0.158,0,0.104,0.119,0.133,0.149,0.2,0.249,0.263,0.272,0.288,0,0,0,0.038,0.065,0.128,0.18,0.194,0.204,0.22,0,0,0,0,0.001,0.037,0.336,0.497,0.623,0.743,0,0.044,0.05,0.055,0.063,0.096,0.152,0.174,0.194,0.215,0,0.934,0.943,0.949,0.956,0.977,0.994,0.998,1.001,1.003,0,-776.666,-782.497,-787.043,-792.305,-811.23,-829.407,-834.139,-837.904,-842.448,0
"64","cov",10,0,0,2,100,2,2,0,6,4,"E",1351.457,1359.666,1368.475,1379.282,1417.143,1451.568,1462.185,1468.991,1481.725,932,1351.066,1359.275,1368.084,1378.891,1416.752,1451.177,1461.795,1468.601,1481.335,932,1360.961,1369.17,1377.979,1388.786,1426.647,1461.072,1471.69,1478.496,1491.23,932,0,0,0,0,1,1,1,1,1,932,2,2,2,2,2,2,2,2,2,932,0.0102,0.0269,0.0605,0.1093,0.5219,0.9145,0.9601,0.9809,0.9947,932,0.01,0.038,0.081,0.178,1.3,4.423,5.601,7.181,9.159,932,7,7,7,7,7,7,7,7,7,932,0.0078,0.0198,0.0394,0.0801,0.4646,0.8777,0.9341,0.9637,0.9854,932,1.391,1.924,2.401,3.077,6.66,12.678,14.743,16.637,19.123,932,-672.533,-676.637,-681.042,-686.446,-705.376,-722.589,-727.897,-731.3,-737.667,932,0,0,0,0,0,0,0.022,0.044,0.063,932,0,0,0.032,0.061,0.119,0.168,0.181,0.191,0.204,932,0,0,0,0,0,0.09,0.105,0.117,0.132,932,0.03,0.062,0.104,0.178,0.625,0.933,0.966,0.982,0.993,932,0.043,0.05,0.057,0.065,0.097,0.141,0.157,0.172,0.189,932,-0.107,-0.581,-2.644,0.482,1,1.159,1.735,2.697,5.467,932,-668.482,-673.157,-677.249,-682.516,-701.669,-719.264,-723.852,-728.106,-734.249,932
