"","Method","id","ace_a","ace_c","ace_e","n","NGroups","NDependentVars","NIndependentVars","NContinuousLatentVars","Parameters","TrueModel","aBIC_ae_0.01","aBIC_ae_0.025","aBIC_ae_0.05","aBIC_ae_0.1","aBIC_ae_0.5","aBIC_ae_0.9","aBIC_ae_0.95","aBIC_ae_0.975","aBIC_ae_0.99","aBIC_ae_NA","AIC_ae_0.01","AIC_ae_0.025","AIC_ae_0.05","AIC_ae_0.1","AIC_ae_0.5","AIC_ae_0.9","AIC_ae_0.95","AIC_ae_0.975","AIC_ae_0.99","AIC_ae_NA","BIC_ae_0.01","BIC_ae_0.025","BIC_ae_0.05","BIC_ae_0.1","BIC_ae_0.5","BIC_ae_0.9","BIC_ae_0.95","BIC_ae_0.975","BIC_ae_0.99","BIC_ae_NA","CFI_ae_0.01","CFI_ae_0.025","CFI_ae_0.05","CFI_ae_0.1","CFI_ae_0.5","CFI_ae_0.9","CFI_ae_0.95","CFI_ae_0.975","CFI_ae_0.99","CFI_ae_NA","ChiSqBaseline_DF_ae_0.01","ChiSqBaseline_DF_ae_0.025","ChiSqBaseline_DF_ae_0.05","ChiSqBaseline_DF_ae_0.1","ChiSqBaseline_DF_ae_0.5","ChiSqBaseline_DF_ae_0.9","ChiSqBaseline_DF_ae_0.95","ChiSqBaseline_DF_ae_0.975","ChiSqBaseline_DF_ae_0.99","ChiSqBaseline_DF_ae_NA","ChiSqBaseline_PValue_ae_0.01","ChiSqBaseline_PValue_ae_0.025","ChiSqBaseline_PValue_ae_0.05","ChiSqBaseline_PValue_ae_0.1","ChiSqBaseline_PValue_ae_0.5","ChiSqBaseline_PValue_ae_0.9","ChiSqBaseline_PValue_ae_0.95","ChiSqBaseline_PValue_ae_0.975","ChiSqBaseline_PValue_ae_0.99","ChiSqBaseline_PValue_ae_NA","ChiSqBaseline_Value_ae_0.01","ChiSqBaseline_Value_ae_0.025","ChiSqBaseline_Value_ae_0.05","ChiSqBaseline_Value_ae_0.1","ChiSqBaseline_Value_ae_0.5","ChiSqBaseline_Value_ae_0.9","ChiSqBaseline_Value_ae_0.95","ChiSqBaseline_Value_ae_0.975","ChiSqBaseline_Value_ae_0.99","ChiSqBaseline_Value_ae_NA","ChiSqM_DF_ae_0.01","ChiSqM_DF_ae_0.025","ChiSqM_DF_ae_0.05","ChiSqM_DF_ae_0.1","ChiSqM_DF_ae_0.5","ChiSqM_DF_ae_0.9","ChiSqM_DF_ae_0.95","ChiSqM_DF_ae_0.975","ChiSqM_DF_ae_0.99","ChiSqM_DF_ae_NA","ChiSqM_PValue_ae_0.01","ChiSqM_PValue_ae_0.025","ChiSqM_PValue_ae_0.05","ChiSqM_PValue_ae_0.1","ChiSqM_PValue_ae_0.5","ChiSqM_PValue_ae_0.9","ChiSqM_PValue_ae_0.95","ChiSqM_PValue_ae_0.975","ChiSqM_PValue_ae_0.99","ChiSqM_PValue_ae_NA","ChiSqM_Value_ae_0.01","ChiSqM_Value_ae_0.025","ChiSqM_Value_ae_0.05","ChiSqM_Value_ae_0.1","ChiSqM_Value_ae_0.5","ChiSqM_Value_ae_0.9","ChiSqM_Value_ae_0.95","ChiSqM_Value_ae_0.975","ChiSqM_Value_ae_0.99","ChiSqM_Value_ae_NA","LL_ae_0.01","LL_ae_0.025","LL_ae_0.05","LL_ae_0.1","LL_ae_0.5","LL_ae_0.9","LL_ae_0.95","LL_ae_0.975","LL_ae_0.99","LL_ae_NA","RMSEA_90CI_LB_ae_0.01","RMSEA_90CI_LB_ae_0.025","RMSEA_90CI_LB_ae_0.05","RMSEA_90CI_LB_ae_0.1","RMSEA_90CI_LB_ae_0.5","RMSEA_90CI_LB_ae_0.9","RMSEA_90CI_LB_ae_0.95","RMSEA_90CI_LB_ae_0.975","RMSEA_90CI_LB_ae_0.99","RMSEA_90CI_LB_ae_NA","RMSEA_90CI_UB_ae_0.01","RMSEA_90CI_UB_ae_0.025","RMSEA_90CI_UB_ae_0.05","RMSEA_90CI_UB_ae_0.1","RMSEA_90CI_UB_ae_0.5","RMSEA_90CI_UB_ae_0.9","RMSEA_90CI_UB_ae_0.95","RMSEA_90CI_UB_ae_0.975","RMSEA_90CI_UB_ae_0.99","RMSEA_90CI_UB_ae_NA","RMSEA_Estimate_ae_0.01","RMSEA_Estimate_ae_0.025","RMSEA_Estimate_ae_0.05","RMSEA_Estimate_ae_0.1","RMSEA_Estimate_ae_0.5","RMSEA_Estimate_ae_0.9","RMSEA_Estimate_ae_0.95","RMSEA_Estimate_ae_0.975","RMSEA_Estimate_ae_0.99","RMSEA_Estimate_ae_NA","RMSEA_pLT05_ae_0.01","RMSEA_pLT05_ae_0.025","RMSEA_pLT05_ae_0.05","RMSEA_pLT05_ae_0.1","RMSEA_pLT05_ae_0.5","RMSEA_pLT05_ae_0.9","RMSEA_pLT05_ae_0.95","RMSEA_pLT05_ae_0.975","RMSEA_pLT05_ae_0.99","RMSEA_pLT05_ae_NA","SRMR_ae_0.01","SRMR_ae_0.025","SRMR_ae_0.05","SRMR_ae_0.1","SRMR_ae_0.5","SRMR_ae_0.9","SRMR_ae_0.95","SRMR_ae_0.975","SRMR_ae_0.99","SRMR_ae_NA","TLI_ae_0.01","TLI_ae_0.025","TLI_ae_0.05","TLI_ae_0.1","TLI_ae_0.5","TLI_ae_0.9","TLI_ae_0.95","TLI_ae_0.975","TLI_ae_0.99","TLI_ae_NA","UnrestrictedLL_ae_0.01","UnrestrictedLL_ae_0.025","UnrestrictedLL_ae_0.05","UnrestrictedLL_ae_0.1","UnrestrictedLL_ae_0.5","UnrestrictedLL_ae_0.9","UnrestrictedLL_ae_0.95","UnrestrictedLL_ae_0.975","UnrestrictedLL_ae_0.99","UnrestrictedLL_ae_NA"
"17","cor",23,1,1,1,250,2,2,0,6,4,"ACE",2571.862,2582.198,2592.144,2601.652,2633.913,2665.2,2673.196,2681.67,2690.417,0,2568.741,2579.076,2589.023,2598.53,2630.791,2662.078,2670.075,2678.549,2687.296,0,2581.384,2591.72,2601.667,2611.174,2643.435,2674.722,2682.718,2691.192,2699.94,0,0.892,0.91,0.923,0.938,0.984,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,161.341,170.563,178.613,187.943,220.671,255.022,265.608,275.333,284.947,0,7,7,7,7,7,7,7,7,7,0,0,2e-04,9e-04,0.0035,0.1611,0.8035,0.9289,0.9818,0.9987,0,0.636,1.513,2.464,3.785,10.511,21.185,24.667,28.291,32.654,0,-1281.37,-1286.538,-1291.511,-1296.265,-1312.395,-1328.039,-1332.037,-1336.274,-1340.648,0,0,0,0,0,0,0.048,0.059,0.07,0.081,0,0,0,0.023,0.049,0.097,0.135,0.145,0.154,0.164,0,0,0,0,0,0.045,0.09,0.1,0.11,0.121,0,0.003,0.009,0.024,0.058,0.5,0.951,0.986,0.997,1,0,0.014,0.022,0.027,0.033,0.054,0.075,0.08,0.085,0.09,0,0.969,0.974,0.978,0.982,0.995,1.004,1.006,1.008,1.009,0,-1274.289,-1279.223,-1284.111,-1289.41,-1306.59,-1322.96,-1327.603,-1331.558,-1336.249,0
"18","cor",24,2,1,1,250,2,2,0,6,4,"ACE",2504.077,2516.983,2525.57,2535.486,2570.837,2604.279,2614.524,2623.113,2632.103,0,2500.956,2513.861,2522.448,2532.365,2567.715,2601.158,2611.402,2619.991,2628.981,0,2513.6,2526.505,2535.092,2545.008,2580.359,2613.802,2624.046,2632.635,2641.625,0,0.939,0.953,0.963,0.973,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,215.463,224.963,234.078,244.214,279.57,316.191,327.365,336.418,347.327,0,7,7,7,7,7,7,7,7,7,0,8e-04,0.0037,0.0131,0.0371,0.5049,0.9871,0.999,0.9999,1,0,0.034,0.244,0.594,1.343,6.3,14.91,17.73,20.954,24.269,0,-1247.478,-1253.93,-1258.224,-1263.182,-1280.857,-1297.579,-1302.701,-1306.996,-1311.491,0,0,0,0,0,0,0.016,0.033,0.047,0.058,0,0,0,0,0,0.073,0.115,0.125,0.135,0.144,0,0,0,0,0,0,0.067,0.078,0.089,0.099,0,0.024,0.061,0.13,0.234,0.817,0.998,1,1,1,0,0.003,0.009,0.014,0.021,0.044,0.065,0.07,0.075,0.081,0,0.983,0.986,0.989,0.992,1.001,1.006,1.007,1.008,1.008,0,-1242.657,-1248.704,-1253.242,-1258.838,-1277.149,-1294.821,-1299.84,-1304.426,-1309.104,0
"19","cor",25,0,2,1,250,2,2,0,6,4,"CE",2537.743,2548.713,2557.762,2566.998,2600.819,2633.353,2642.306,2650.585,2659.476,0,2534.621,2545.591,2554.641,2563.876,2597.697,2630.232,2639.185,2647.464,2656.354,0,2547.265,2558.235,2567.285,2576.52,2610.341,2642.876,2651.828,2660.107,2668.998,0,0.738,0.756,0.771,0.788,0.845,0.898,0.911,0.925,0.94,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,228.891,238.173,247.4,257.52,295.596,333.727,346.031,356.77,367.859,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,1e-04,3e-04,0.0017,0,23.042,27.393,31.025,35.002,52.531,71.754,77.485,82.664,90.332,0,-1264.311,-1269.796,-1274.32,-1278.938,-1295.849,-1312.116,-1316.592,-1320.732,-1325.177,0,0.054,0.067,0.077,0.087,0.122,0.153,0.162,0.169,0.179,0,0.141,0.152,0.161,0.17,0.203,0.234,0.242,0.249,0.259,0,0.096,0.108,0.117,0.126,0.161,0.192,0.201,0.208,0.218,0,0,0,0,0,0,0.001,0.004,0.012,0.037,0,0.078,0.084,0.088,0.093,0.11,0.124,0.128,0.131,0.135,0,0.925,0.93,0.935,0.939,0.956,0.971,0.975,0.979,0.983,0,-1232.93,-1238.514,-1243.893,-1250.06,-1269.134,-1288.156,-1293.131,-1297.809,-1302.467,0
"20","cor",26,1,2,1,250,2,2,0,6,4,"ACE",2476.624,2486.495,2495.287,2505.215,2541.525,2575.576,2584.992,2592.226,2601.74,0,2473.502,2483.374,2492.165,2502.094,2538.403,2572.454,2581.871,2589.104,2598.618,0,2486.146,2496.018,2504.809,2514.738,2551.047,2585.098,2594.515,2601.748,2611.262,0,0.847,0.862,0.875,0.888,0.931,0.968,0.978,0.985,0.993,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,266.359,275.168,283.518,294.054,331.937,372.458,383.915,394.804,406.98,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,1e-04,0.017,0.052,0.106,0.2315,0,9.265,11.816,13.942,17.063,29.764,45.781,50.83,54.904,60.92,0,-1233.751,-1238.687,-1243.083,-1248.047,-1266.202,-1283.227,-1287.935,-1291.552,-1296.309,0,0,0,0,0.03,0.074,0.11,0.119,0.126,0.137,0,0.091,0.103,0.111,0.122,0.158,0.191,0.2,0.207,0.217,0,0.036,0.052,0.063,0.076,0.114,0.149,0.158,0.165,0.176,0,0,0,0,0,0.006,0.151,0.281,0.407,0.592,0,0.052,0.058,0.063,0.069,0.088,0.105,0.109,0.113,0.117,0,0.956,0.961,0.964,0.968,0.98,0.991,0.994,0.996,0.998,0,-1213.39,-1219.466,-1224.943,-1230.641,-1250.966,-1269.9,-1275.173,-1279.298,-1283.711,0
"21","cor",27,2,2,1,250,2,2,0,6,4,"ACE",2424.708,2435.877,2444.82,2455.926,2494.452,2531.372,2541.047,2549.861,2559.205,0,2421.587,2432.755,2441.698,2452.805,2491.33,2528.25,2537.926,2546.739,2556.083,0,2434.231,2445.399,2454.342,2465.449,2503.974,2540.894,2550.57,2559.383,2568.727,0,0.902,0.912,0.923,0.932,0.966,0.993,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,298.037,308.538,317.881,329.17,368.312,411.357,422.965,434.186,446.011,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0.0071,0.2295,0.4264,0.5971,0.8135,0,3.659,5.512,7.018,9.333,19.353,32.831,36.917,41.15,46.494,0,-1207.793,-1213.378,-1217.849,-1223.402,-1242.665,-1261.125,-1265.963,-1270.37,-1275.042,0,0,0,0,0,0.041,0.082,0.091,0.1,0.111,0,0.048,0.067,0.078,0.091,0.13,0.165,0.174,0.182,0.193,0,0,0,0.003,0.037,0.084,0.121,0.131,0.14,0.15,0,0,0,0.001,0.002,0.09,0.59,0.767,0.868,0.955,0,0.035,0.042,0.047,0.054,0.074,0.093,0.098,0.102,0.107,0,0.972,0.975,0.978,0.981,0.99,0.998,1,1.001,1.003,0,-1193.433,-1199.832,-1205.449,-1211.237,-1232.755,-1252.338,-1257.972,-1262.635,-1267.844,0
"22","cor",28,0,0,2,250,2,2,0,6,4,"E",2837.157,2838.655,2839.802,2840.889,2842.891,2842.991,2842.991,2842.991,2842.991,1159,2834.035,2835.534,2836.681,2837.767,2839.769,2839.869,2839.869,2839.869,2839.869,1159,2846.679,2848.177,2849.325,2850.411,2852.413,2852.513,2852.513,2852.513,2852.513,1159,0.842,1,1,1,1,1,1,1,1,1159,2,2,2,2,2,2,2,2,2,1159,0.0123,0.0262,0.0559,0.1086,0.5336,0.9228,0.9607,0.9799,0.9939,1159,0.012,0.04,0.08,0.16,1.256,4.439,5.747,7.217,8.791,1159,7,7,7,7,7,7,7,7,7,1159,0.334,0.5646,0.7274,0.8673,0.9988,1,1,1,1,1159,0,0.001,0.006,0.029,0.631,3.184,4.441,5.743,7.965,1159,-1414.018,-1414.767,-1415.34,-1415.883,-1416.885,-1416.935,-1416.935,-1416.935,-1416.935,1159,0,0,0,0,0,0,0,0,0,1159,0,0,0,0,0,0.04,0.057,0.069,0.084,1159,0,0,0,0,0,0,0,0,0.023,1159,0.694,0.851,0.925,0.971,1,1,1,1,1,1159,0,0.001,0.002,0.003,0.016,0.036,0.042,0.048,0.056,1159,0.955,1,1,1,1,3.132,6.763,12.501,34.889,1159,-1412.535,-1413.293,-1414.05,-1414.714,-1416.306,-1416.854,-1416.894,-1416.914,-1416.928,1159
"23","cor",31,0,1,2,250,2,2,0,6,4,"CE",2753.917,2760.242,2765.817,2771.958,2790.793,2806.97,2810.972,2814.272,2817.704,0,2750.795,2757.121,2762.695,2768.836,2787.671,2803.849,2807.85,2811.15,2814.582,0,2763.439,2769.765,2775.339,2781.48,2800.315,2816.492,2820.494,2823.794,2827.226,0,0.74,0.778,0.815,0.861,0.998,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,30.537,34.756,38.516,42.583,60.272,81.07,87.431,92.995,100.049,0,7,7,7,7,7,7,7,7,7,0,5e-04,0.0025,0.0079,0.0249,0.4194,0.9688,0.9959,0.9996,1,0,0.117,0.448,0.926,1.812,7.085,16.001,19.081,22.016,25.926,0,-1372.398,-1375.56,-1378.348,-1381.418,-1390.836,-1398.924,-1400.925,-1402.575,-1404.291,0,0,0,0,0,0,0.024,0.039,0.051,0.063,0,0,0,0,0,0.078,0.119,0.129,0.138,0.148,0,0,0,0,0,0.007,0.072,0.083,0.093,0.104,0,0.017,0.048,0.096,0.187,0.762,0.995,0.999,1,1,0,0.006,0.012,0.018,0.025,0.048,0.071,0.077,0.083,0.089,0,0.926,0.937,0.947,0.96,1,1.03,1.036,1.043,1.051,0,-1366.813,-1370.393,-1373.213,-1376.399,-1386.797,-1395.634,-1397.669,-1399.551,-1401.66,0
"24","cor",32,1,1,2,250,2,2,0,6,4,"ACE",2689.284,2698.6,2705.398,2712.716,2737.954,2760.858,2766.73,2771.456,2776.998,0,2686.162,2695.478,2702.276,2709.595,2734.832,2757.737,2763.608,2768.335,2773.877,0,2698.806,2708.122,2714.92,2722.238,2747.476,2770.38,2776.252,2780.979,2786.52,0,0.879,0.907,0.934,0.956,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,69.368,75.096,80.664,87.073,110.467,137.006,145.057,152.209,160.693,0,7,7,7,7,7,7,7,7,7,0,0.0037,0.0136,0.0373,0.1001,0.7145,0.9984,0.9999,1,1,0,0.013,0.067,0.244,0.694,4.55,12.009,14.885,17.632,21.012,0,-1340.081,-1344.739,-1348.138,-1351.797,-1364.416,-1375.868,-1378.804,-1381.167,-1383.938,0,0,0,0,0,0,0,0.015,0.033,0.047,0,0,0,0,0,0.058,0.103,0.115,0.124,0.135,0,0,0,0,0,0,0.054,0.067,0.078,0.089,0,0.061,0.132,0.235,0.396,0.92,1,1,1,1,0,0.002,0.005,0.009,0.015,0.037,0.059,0.065,0.071,0.077,0,0.965,0.973,0.981,0.987,1.006,1.018,1.02,1.023,1.026,0,-1336.438,-1340.822,-1344.398,-1348.414,-1361.696,-1373.397,-1376.597,-1379.384,-1382.149,0
"25","cor",33,2,1,2,250,2,2,0,6,4,"ACE",2636.027,2645.743,2652.279,2661.093,2690.644,2717.947,2724.742,2730.965,2738.853,0,2632.905,2642.621,2649.158,2657.972,2687.522,2714.826,2721.62,2727.843,2735.732,0,2645.549,2655.265,2661.801,2670.615,2700.166,2727.47,2734.264,2740.487,2748.375,0,0.935,0.955,0.966,0.982,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,107.257,115.249,121.771,128.409,156.648,187.011,196.636,203.383,212.948,0,7,7,7,7,7,7,7,7,7,0,0.0119,0.0381,0.086,0.1919,0.8707,0.9999,1,1,1,0,0.003,0.016,0.07,0.292,3.151,9.941,12.459,14.838,17.838,0,-1313.453,-1318.311,-1321.579,-1325.986,-1340.761,-1354.413,-1357.81,-1360.922,-1364.866,0,0,0,0,0,0,0,0,0.015,0.034,0,0,0,0,0,0.04,0.094,0.105,0.115,0.125,0,0,0,0,0,0,0.041,0.056,0.067,0.079,0,0.123,0.237,0.366,0.543,0.972,1,1,1,1,0,0.001,0.002,0.005,0.01,0.031,0.053,0.059,0.064,0.069,0,0.981,0.987,0.99,0.995,1.007,1.013,1.015,1.016,1.017,0,-1310.287,-1315.228,-1318.605,-1323.426,-1338.606,-1352.727,-1356.029,-1359.28,-1363.275,0
"26","cor",34,0,2,2,250,2,2,0,6,4,"CE",2665.706,2675.57,2683.038,2691.172,2719.641,2743.184,2749.53,2755.67,2761.477,0,2662.584,2672.448,2679.916,2688.05,2716.519,2740.062,2746.409,2752.549,2758.355,0,2675.228,2685.092,2692.56,2700.694,2729.163,2752.706,2759.052,2765.193,2770.999,0,0.744,0.771,0.796,0.821,0.906,0.974,0.991,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,97.533,104.46,111.258,118.314,144.617,175.197,185.232,194.263,203.182,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0.0049,0.1666,0.3114,0.5049,0.7248,0,4.439,6.276,8.225,10.392,20.308,34.27,38.383,43.103,48.171,0,-1328.292,-1333.224,-1336.958,-1341.025,-1355.26,-1367.031,-1370.204,-1373.274,-1376.178,0,0,0,0,0,0.044,0.085,0.094,0.104,0.114,0,0.057,0.073,0.085,0.096,0.133,0.168,0.177,0.186,0.196,0,0,0,0.026,0.044,0.087,0.125,0.134,0.144,0.153,0,0,0,0,0.002,0.072,0.508,0.674,0.817,0.924,0,0.037,0.043,0.049,0.055,0.075,0.094,0.099,0.105,0.11,0,0.927,0.935,0.942,0.949,0.973,0.993,0.997,1.002,1.006,0,-1315.308,-1319.782,-1324.311,-1329.334,-1344.61,-1357.761,-1361.303,-1364.699,-1368.094,0
"27","cor",35,1,2,2,250,2,2,0,6,4,"ACE",2617.317,2627.016,2634.634,2643.521,2673.768,2701.873,2709.177,2716.007,2723.841,0,2614.196,2623.894,2631.512,2640.4,2670.646,2698.751,2706.055,2712.886,2720.72,0,2626.84,2636.538,2644.156,2653.044,2683.29,2711.395,2718.699,2725.53,2733.364,0,0.846,0.865,0.884,0.903,0.961,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,131.58,139.047,146.148,154.381,184.284,216.826,225.783,234.408,244.636,0,7,7,7,7,7,7,7,7,7,0,0,0,1e-04,6e-04,0.0505,0.5389,0.7471,0.8842,0.9745,0,1.682,3.006,4.264,5.991,14.039,25.528,29.611,32.867,37.25,0,-1304.098,-1308.947,-1312.756,-1317.2,-1332.323,-1346.375,-1350.028,-1353.443,-1357.36,0,0,0,0,0,0,0.062,0.073,0.082,0.092,0,0,0.037,0.055,0.071,0.112,0.147,0.157,0.165,0.174,0,0,0,0,0,0.063,0.103,0.114,0.122,0.131,0,0.001,0.002,0.006,0.019,0.277,0.837,0.932,0.975,0.996,0,0.023,0.03,0.035,0.042,0.062,0.081,0.087,0.091,0.096,0,0.956,0.961,0.967,0.972,0.989,1.002,1.005,1.007,1.009,0,-1294.408,-1299.669,-1304.02,-1308.516,-1324.789,-1339.739,-1343.859,-1347.304,-1351.028,0
"28","cor",36,2,2,2,250,2,2,0,6,4,"ACE",2573.252,2582.074,2591.719,2601.187,2634.966,2666.15,2674.314,2682.191,2690.259,0,2570.131,2578.952,2588.597,2598.065,2631.844,2663.028,2671.192,2679.069,2687.137,0,2582.775,2591.596,2601.241,2610.709,2644.488,2675.672,2683.836,2691.713,2699.781,0,0.894,0.91,0.922,0.938,0.984,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,161.57,170.385,177.239,186.741,219.727,255.206,265.407,274.656,286.744,0,7,7,7,7,7,7,7,7,7,0,1e-04,2e-04,9e-04,0.0036,0.1596,0.8358,0.9451,0.9882,0.9994,0,0.496,1.308,2.24,3.491,10.545,21.087,24.477,27.808,31.084,0,-1282.065,-1286.476,-1291.299,-1296.033,-1312.922,-1328.514,-1332.596,-1336.535,-1340.568,0,0,0,0,0,0,0.047,0.059,0.068,0.077,0,0,0,0.012,0.045,0.097,0.135,0.144,0.153,0.161,0,0,0,0,0,0.045,0.09,0.1,0.109,0.117,0,0.004,0.01,0.025,0.06,0.498,0.961,0.99,0.998,1,0,0.012,0.02,0.026,0.032,0.054,0.074,0.079,0.084,0.088,0,0.97,0.974,0.978,0.982,0.995,1.005,1.007,1.008,1.009,0,-1273.443,-1279.603,-1284.224,-1289.33,-1307.067,-1323.552,-1328.258,-1331.652,-1336.131,0
"29","cor",37,0,0,1,500,2,2,0,6,4,"E",5677.025,5678.481,5679.814,5680.917,5682.894,5682.945,5682.945,5682.945,5682.945,911,5671.83,5673.286,5674.619,5675.722,5677.699,5677.75,5677.75,5677.75,5677.75,911,5686.553,5688.009,5689.343,5690.445,5692.422,5692.473,5692.473,5692.473,5692.473,911,0.804,1,1,1,1,1,1,1,1,911,2,2,2,2,2,2,2,2,2,911,0.0107,0.0262,0.0529,0.1038,0.5223,0.9194,0.9572,0.9787,0.9906,911,0.019,0.042,0.087,0.167,1.298,4.53,5.878,7.277,9.015,911,7,7,7,7,7,7,7,7,7,911,0.3071,0.528,0.709,0.8529,0.9985,1,1,1,1,911,0.001,0.003,0.011,0.037,0.67,3.327,4.597,6.064,8.245,911,-2832.915,-2833.643,-2834.31,-2834.861,-2835.849,-2835.875,-2835.875,-2835.875,-2835.875,911,0,0,0,0,0,0,0,0,0,911,0,0,0,0,0,0.03,0.041,0.05,0.06,911,0,0,0,0,0,0,0,0,0.019,911,0.869,0.947,0.979,0.993,1,1,1,1,1,911,0,0.001,0.001,0.003,0.012,0.026,0.03,0.035,0.04,911,0.944,1,1,1,1,3.313,6.815,11.773,31.45,911,-2831.334,-2832.233,-2832.936,-2833.609,-2835.225,-2835.791,-2835.831,-2835.854,-2835.866,911
"30","cor",40,0,1,1,500,2,2,0,6,4,"CE",5365.59,5377.014,5386.851,5397.758,5435.268,5471.636,5481.101,5489.115,5500.152,0,5360.395,5371.819,5381.656,5392.563,5430.072,5466.44,5475.905,5483.92,5494.957,0,5375.119,5386.542,5396.38,5407.286,5444.796,5481.164,5490.629,5498.643,5509.68,0,0.774,0.792,0.807,0.825,0.882,0.932,0.946,0.956,0.968,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,218.637,228.639,238.398,249.513,289.294,330.705,342.393,354.211,367.066,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,6e-04,0.0031,0.0091,0.0259,0,15.894,18.718,21.485,25.561,40.647,59.205,65.209,70.176,75.722,0,-2677.198,-2682.91,-2687.828,-2693.281,-2712.036,-2730.22,-2734.953,-2738.96,-2744.478,0,0.016,0.027,0.034,0.044,0.07,0.095,0.101,0.107,0.113,0,0.084,0.09,0.096,0.104,0.128,0.152,0.158,0.164,0.169,0,0.05,0.058,0.064,0.073,0.098,0.122,0.129,0.134,0.14,0,0,0,0,0,0.003,0.092,0.192,0.298,0.439,0,0.048,0.052,0.055,0.06,0.075,0.088,0.092,0.096,0.099,0,0.935,0.94,0.945,0.95,0.966,0.981,0.985,0.988,0.991,0,-2652.281,-2658.732,-2664.575,-2670.491,-2691.227,-2711.109,-2716.675,-2721.555,-2726.463,0
"31","cor",41,1,1,1,500,2,2,0,6,4,"ACE",5181.753,5194.852,5207.356,5219.569,5265.383,5310.358,5324.003,5333.261,5345.194,0,5176.558,5189.657,5202.161,5214.374,5260.188,5305.163,5318.808,5328.066,5339.999,0,5191.282,5204.381,5216.884,5229.097,5274.911,5319.887,5333.531,5342.789,5354.722,0,0.91,0.919,0.928,0.937,0.968,0.992,0.998,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,354.637,367.885,377.965,391.89,438.911,488.151,501.818,514.196,529.751,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0.0042,0.1684,0.3284,0.4871,0.746,0,4.229,6.457,8.039,10.37,20.74,34.939,39.56,44.337,48.67,0,-2585.279,-2591.829,-2598.08,-2604.187,-2627.094,-2649.582,-2656.404,-2661.033,-2667,0,0,0,0,0,0.033,0.061,0.069,0.075,0.081,0,0.039,0.052,0.059,0.068,0.095,0.12,0.127,0.133,0.139,0,0,0,0.017,0.031,0.063,0.089,0.096,0.103,0.109,0,0,0.001,0.004,0.012,0.218,0.765,0.88,0.937,0.983,0,0.025,0.031,0.034,0.039,0.054,0.068,0.072,0.076,0.079,0,0.974,0.977,0.979,0.982,0.991,0.998,0.999,1,1.002,0,-2570.523,-2578.641,-2584.934,-2591.793,-2616.419,-2639.924,-2646.813,-2651.921,-2658.466,0
"32","cor",42,2,1,1,500,2,2,0,6,4,"ACE",5047.328,5060.846,5074.436,5088.899,5138.169,5186.465,5200.314,5210.751,5224.572,0,5042.133,5055.651,5069.24,5083.704,5132.974,5181.27,5195.119,5205.556,5219.377,0,5056.856,5070.374,5083.964,5098.427,5147.698,5195.993,5209.842,5220.28,5234.1,0,0.95,0.957,0.963,0.97,0.99,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,467.072,481.715,492.949,508.571,558.692,610.721,625.643,640.991,655.235,0,7,7,7,7,7,7,7,7,7,0,0,0,2e-04,0.0011,0.0813,0.6734,0.8558,0.9494,0.9909,0,1.125,2.17,3.297,4.887,12.642,24.06,28.21,31.58,35.99,0,-2518.066,-2524.826,-2531.62,-2538.852,-2563.487,-2587.635,-2594.559,-2599.778,-2606.688,0,0,0,0,0,0,0.041,0.049,0.055,0.063,0,0,0.001,0.03,0.043,0.075,0.101,0.109,0.115,0.121,0,0,0,0,0,0.04,0.07,0.078,0.084,0.091,0,0.009,0.026,0.054,0.122,0.631,0.974,0.993,0.998,1,0,0.014,0.019,0.023,0.028,0.044,0.059,0.063,0.066,0.07,0,0.986,0.988,0.989,0.991,0.997,1.001,1.002,1.003,1.003,0,-2508.169,-2515.363,-2523.019,-2530.509,-2556.526,-2581.58,-2589.374,-2595.01,-2602.234,0
